Domain,Topic,Standard,Description,Query,Quiz Title,Num Questions,Quiz ID
Domain1,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic2,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain1,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain2,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain2,Topic3,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain2,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain2,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain2,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain2,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain2,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain2,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain2,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
Domain2,Topic1,NY.MA.NY-6.EE.1,Write and evaluate numerical expressions involving whole-number exponents.,search query comes here,Write and Evaluate Numerical Expressions Involving Whole-Number Exponents,17,6795946d833392d667a493e9
